key,asset_team,well,category,entry_type,well_name_meta,bytes,parse_source,parsed_ref
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Drilling/Mud & Fluids/Formentera_Patt 271_Wrangler STX Unit N732H_JSA #17.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Drilling/Mud & Fluids,Solids Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0306.pdf.json
"FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S721H/Drilling/Mud & Fluids/Formentera Operations, LLC - Patterson 271 - Donut Palace STX S721H   (5-24-2026 3-00 AM) - 7.pdf",FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S721H,Drilling/Mud & Fluids,Solids Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0307.pdf.json
"FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Drilling/Mud & Fluids/Formentera Operations, LLC - Patterson 285 - Revival STX UNIT B S736H   (1_17_2026 5_30 AM) - 11.pdf",FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Drilling/Mud & Fluids,Solids Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0308.pdf.json
"FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Drilling/Mud & Fluids/Formentera Operations, LLC - Patterson 285 - Hooey STX Unit C N736H   (5-12-2026 5-00 AM) - 28.pdf",FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Drilling/Mud & Fluids,Solids Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0309.pdf.json
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Regulatory/Permits & Filings/Formentera - Donut Palace-STX-Unit S733H - Intermediate W-15.pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Regulatory/Permits & Filings,W15,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0310.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Regulatory/Permits & Filings/FORMENTERA - WRANGLER STX UNIT N732H - SURFACE W-15.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Regulatory/Permits & Filings,W15,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0311.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Regulatory/Permits & Filings/Formentera - Wangler STX-Unit N731H - Intermediate W-15.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Regulatory/Permits & Filings,W15,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0312.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Regulatory/Permits & Filings/Formentera - Revival STX Unit A S724H - Intermediate W-15.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Regulatory/Permits & Filings,W15,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0313.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Regulatory/Permits & Filings/Formentera - Revival STX-Unit-B S736H - Surface W-15.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Regulatory/Permits & Filings,W15,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0314.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Regulatory/Permits & Filings/Formentera - Wrangler STX-Unit N734H - Squeeze W15.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Regulatory/Permits & Filings,W15,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0315.pdf.json
FP GRIFFIN/LUMBERMEN B 10H/Well Information/Chronology/424393385400-LUMBERMEN_B_10H-TAB_Drilling_and_Completion-0003.pdf.PDF,FP GRIFFIN,LUMBERMEN B 10H,Well Information/Chronology,Well Chronology,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0316.pdf.json
"FP GRIFFIN/HURD B R 1H/Well Information/Chronology/422513333300-HURD,_B._R._1H-Operator_Daily_Activity_Reports-0004.pdf.PDF",FP GRIFFIN,HURD B R 1H,Well Information/Chronology,Well Chronology,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0317.pdf.json
FP GRIFFIN/KWS UNIT 1H/Well Information/Chronology/422513293000-KWS_UNIT_1H-TAB_Drilling_and_Completion-0002.pdf.pdf,FP GRIFFIN,KWS UNIT 1H,Well Information/Chronology,Well Chronology,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0318.pdf.json
FP GRIFFIN/CIRCLE R PARTNERSHIP 1/Well Information/Chronology/422513216800-CIRCLE_R_PARTNERSHIP_18H-TAB_Drilling_and_Completion-0005..PDF,FP GRIFFIN,CIRCLE R PARTNERSHIP 1,Well Information/Chronology,Well Chronology,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0319.pdf.json
FP GRIFFIN/CRAWFORD 1/Well Information/Chronology/422513359100-CRAWFORD_1H-TAB_Drilling_and_Completion-0002.pdf.PDF,FP GRIFFIN,CRAWFORD 1,Well Information/Chronology,Well Chronology,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0320.pdf.json
"FP GRIFFIN/HICKEY BILLY 3H/Well Information/Chronology/422513094900-HICKEY,_BILLY_3H-Operator_Daily_Activity_Reports-0005.pdf.pdf",FP GRIFFIN,HICKEY BILLY 3H,Well Information/Chronology,Well Chronology,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0321.pdf.json
FP GRIFFIN/BENBROOK PERRONE SWD/Well Information/Schematics/424393527100-BENBROOK PERRONE SWD 1-Wellbore Schematic-0010.pdf,FP GRIFFIN,BENBROOK PERRONE SWD,Well Information/Schematics,Well Schematic,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0322.pdf.json
"FP GRIFFIN/MCGEE ODIS GAS UNIT 2H/Well Information/Schematics/422513409600-MCGEE,_ODIS_GAS_UNIT_2H-Wellbore_Schematic-0001.xls.XLS",FP GRIFFIN,MCGEE ODIS GAS UNIT 2H,Well Information/Schematics,Well Schematic,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0323.xls.json
"FP GRIFFIN/CASHION, JOHN 9H/Well Information/Schematics/422513416600-CASHION,_JOHN_9H-Wellbore_Schematic-0001.xls.XLS",FP GRIFFIN,"CASHION, JOHN 9H",Well Information/Schematics,Well Schematic,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0324.xls.json
"FP GRIFFIN/MCGEE ODIS GAS UNIT 3H/Well Information/Schematics/422513409700-MCGEE,_ODIS_GAS_UNIT_3H-Wellbore_Schematic-0001.xls.XLS",FP GRIFFIN,MCGEE ODIS GAS UNIT 3H,Well Information/Schematics,Well Schematic,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0325.xls.json
"FP GRIFFIN/JOHNSON, BEN 2H/Well Information/Schematics/423673516800-JOHNSON,_BEN_2H-Wellbore_Schematic-0001.pdf.PDF",FP GRIFFIN,"JOHNSON, BEN 2H",Well Information/Schematics,Well Schematic,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0326.pdf.json
FP GRIFFIN/BENBROOK UNIT 'C' FED 5H/Well Information/Schematics/424393515500-BENBROOK_UNIT_C_FED_5H-Wellbore_Schematic-0001.pdf.PDF,FP GRIFFIN,BENBROOK UNIT 'C' FED 5H,Well Information/Schematics,Well Schematic,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0327.pdf.json
FP GRIFFIN/WESTERN LAKE GU A 2H/Production/Well Tests/423673520700-WESTERN_LAKE_GU_A_2H-Completion_Reports-0004.pdf.PDF,FP GRIFFIN,WESTERN LAKE GU A 2H,Production/Well Tests,Well Test,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0328.pdf.json
"FP GRIFFIN/BOYD, BILLY 14H/Production/Well Tests/422513404000-BOYD,_BILLY_14H-Completion_Reports-0001.pdf.PDF",FP GRIFFIN,"BOYD, BILLY 14H",Production/Well Tests,Well Test,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0329.pdf.json
FP GRIFFIN/KING JOHN EDWARD 27H/Production/Well Tests/422513441900-KING_SISTERS_27H-Completion_Reports-0005.pdf.PDF,FP GRIFFIN,KING JOHN EDWARD 27H,Production/Well Tests,Well Test,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0330.pdf.json
"FP GRIFFIN/HURD B R 3H/Production/Well Tests/422513333200-HURD,_B._R._3H-Completion_Reports-0002.pdf.PDF",FP GRIFFIN,HURD B R 3H,Production/Well Tests,Well Test,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0331.pdf.json
FP GRIFFIN/DEAL 2H/Production/Well Tests/422513414400-DEAL_2H-Completion_Reports-0005.pdf.PDF,FP GRIFFIN,DEAL 2H,Production/Well Tests,Well Test,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0332.pdf.json
FP GRIFFIN/BUSSEY 5H/Production/Well Tests/BUSSEY 5H.xls,FP GRIFFIN,BUSSEY 5H,Production/Well Tests,Well Test,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0333.xls.json
"FP GRIFFIN/MCMAHON, MARK GU 1H/Well Information/Schematics/FDL Mark McMahon CWA 4-23-19.pdf",FP GRIFFIN,"MCMAHON, MARK GU 1H",Well Information/Schematics,Wellhead,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0334.pdf.json
"FP GRIFFIN/CRABTREE, GARY 1/Workover/Information/POST WO ARIES Gary Crabtree 1H_11.19.pdf",FP GRIFFIN,"CRABTREE, GARY 1",Workover/Information,Workover Information,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0335.pdf.json
FP GRIFFIN/BENBROOK PERRONE SWD/Workover/Information/Benbrook Perrone SWD 1 Workover Proposal Letter 4-20-2021.docx,FP GRIFFIN,BENBROOK PERRONE SWD,Workover/Information,Workover Information,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0336.docx.json
FP GRIFFIN/MARTIN UNIT 5H/Workover/Information/UPP Martin Unit 5H Workover Election 6-9-2021.pdf,FP GRIFFIN,MARTIN UNIT 5H,Workover/Information,Workover Information,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0337.pdf.json
FP GRIFFIN/PARNELL 3H/Workover/Information/Parnell 3HStandard EMI Ticket.xls,FP GRIFFIN,PARNELL 3H,Workover/Information,Workover Information,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0338.xls.json
FP GRIFFIN/DONEGAL HILLS 2/Workover/Information/Donegal Hills 2H Srf Csg Repair Economics $120k.pdf,FP GRIFFIN,DONEGAL HILLS 2,Workover/Information,Workover Information,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0339.pdf.json
FP GRIFFIN/HYDE HICKMAN E 2H/Workover/Information/Hyde-Hickman E 2H Workover Proposal - XTO.pdf,FP GRIFFIN,HYDE HICKMAN E 2H,Workover/Information,Workover Information,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0340.pdf.json
